image_path,make_id,model_id,year,bbox,viewpoint,car_type,make_name,model_name,car_type_name,relative_key,split,type
../../data/raw/compcars/image\97\856\2009\d8f18efb54a4c2.jpg,97,856,2009,"(113, 206, 731, 528)",5,1,Nissan,Sylphy,sedan,97/856/2009/d8f18efb54a4c2.jpg,test,3
../../data/raw/compcars/image\97\856\2009\f7e6500dc28bb6.jpg,97,856,2009,"(234, 242, 665, 581)",2,1,Nissan,Sylphy,sedan,97/856/2009/f7e6500dc28bb6.jpg,test,3
../../data/raw/compcars/image\97\856\2009\fdc9ba8c883706.jpg,97,856,2009,"(101, 218, 735, 522)",5,1,Nissan,Sylphy,sedan,97/856/2009/fdc9ba8c883706.jpg,test,3
../../data/raw/compcars/image\97\856\2010\07f16327fd0424.jpg,97,856,2010,"(82, 174, 810, 545)",5,1,Nissan,Sylphy,sedan,97/856/2010/07f16327fd0424.jpg,train,3
../../data/raw/compcars/image\97\856\2010\0869b7c6117ea8.jpg,97,856,2010,"(137, 194, 793, 580)",5,1,Nissan,Sylphy,sedan,97/856/2010/0869b7c6117ea8.jpg,train,3
../../data/raw/compcars/image\97\856\2010\164135b0a7af6d.jpg,97,856,2010,"(185, 102, 731, 572)",2,1,Nissan,Sylphy,sedan,97/856/2010/164135b0a7af6d.jpg,train,3
../../data/raw/compcars/image\97\856\2010\1da895ead3fc24.jpg,97,856,2010,"(117, 148, 830, 589)",5,1,Nissan,Sylphy,sedan,97/856/2010/1da895ead3fc24.jpg,train,3
../../data/raw/compcars/image\97\856\2010\2c181fba26a38c.jpg,97,856,2010,"(162, 108, 756, 570)",1,1,Nissan,Sylphy,sedan,97/856/2010/2c181fba26a38c.jpg,test,3
../../data/raw/compcars/image\97\856\2010\32fab4f6163ac6.jpg,97,856,2010,"(106, 163, 797, 585)",4,1,Nissan,Sylphy,sedan,97/856/2010/32fab4f6163ac6.jpg,test,3
../../data/raw/compcars/image\97\856\2010\33e6c72e50e130.jpg,97,856,2010,"(84, 224, 777, 626)",5,1,Nissan,Sylphy,sedan,97/856/2010/33e6c72e50e130.jpg,test,3
../../data/raw/compcars/image\97\856\2010\3be98798dc64d7.jpg,97,856,2010,"(97, 177, 808, 550)",5,1,Nissan,Sylphy,sedan,97/856/2010/3be98798dc64d7.jpg,train,3
../../data/raw/compcars/image\97\856\2010\3d1f6a6b93a554.jpg,97,856,2010,"(73, 225, 829, 589)",1,1,Nissan,Sylphy,sedan,97/856/2010/3d1f6a6b93a554.jpg,train,3
../../data/raw/compcars/image\97\856\2010\3efe133e6e27f0.jpg,97,856,2010,"(190, 160, 710, 568)",2,1,Nissan,Sylphy,sedan,97/856/2010/3efe133e6e27f0.jpg,test,3
../../data/raw/compcars/image\97\856\2010\3f7bdc0ed7b73a.jpg,97,856,2010,"(186, 91, 741, 620)",1,1,Nissan,Sylphy,sedan,97/856/2010/3f7bdc0ed7b73a.jpg,train,3
../../data/raw/compcars/image\97\856\2010\55c01483a76f17.jpg,97,856,2010,"(152, 182, 777, 610)",2,1,Nissan,Sylphy,sedan,97/856/2010/55c01483a76f17.jpg,train,3
../../data/raw/compcars/image\97\856\2010\71ac9702282ce1.jpg,97,856,2010,"(189, 94, 721, 576)",1,1,Nissan,Sylphy,sedan,97/856/2010/71ac9702282ce1.jpg,test,3
../../data/raw/compcars/image\97\856\2010\777e56657fa09b.jpg,97,856,2010,"(91, 226, 829, 481)",3,1,Nissan,Sylphy,sedan,97/856/2010/777e56657fa09b.jpg,train,3
../../data/raw/compcars/image\97\856\2010\786cb49fa2ecef.jpg,97,856,2010,"(180, 150, 735, 560)",1,1,Nissan,Sylphy,sedan,97/856/2010/786cb49fa2ecef.jpg,test,3
../../data/raw/compcars/image\97\856\2010\810c95b8d4eb8f.jpg,97,856,2010,"(86, 147, 829, 576)",1,1,Nissan,Sylphy,sedan,97/856/2010/810c95b8d4eb8f.jpg,test,3
../../data/raw/compcars/image\97\856\2010\8bf8763cb50259.jpg,97,856,2010,"(99, 191, 827, 559)",4,1,Nissan,Sylphy,sedan,97/856/2010/8bf8763cb50259.jpg,test,3
../../data/raw/compcars/image\97\856\2010\8c075064949289.jpg,97,856,2010,"(91, 209, 858, 596)",4,1,Nissan,Sylphy,sedan,97/856/2010/8c075064949289.jpg,test,3
../../data/raw/compcars/image\97\856\2010\90bf1b93fff7a3.jpg,97,856,2010,"(79, 227, 843, 491)",3,1,Nissan,Sylphy,sedan,97/856/2010/90bf1b93fff7a3.jpg,test,3
../../data/raw/compcars/image\97\856\2010\a0e5a221512fed.jpg,97,856,2010,"(58, 199, 768, 577)",4,1,Nissan,Sylphy,sedan,97/856/2010/a0e5a221512fed.jpg,train,3
../../data/raw/compcars/image\97\856\2010\a269001c267d1e.jpg,97,856,2010,"(92, 157, 825, 550)",4,1,Nissan,Sylphy,sedan,97/856/2010/a269001c267d1e.jpg,train,3
../../data/raw/compcars/image\97\856\2010\b02b4594e69841.jpg,97,856,2010,"(96, 152, 835, 590)",4,1,Nissan,Sylphy,sedan,97/856/2010/b02b4594e69841.jpg,train,3
../../data/raw/compcars/image\97\856\2010\b31094447e0579.jpg,97,856,2010,"(109, 178, 811, 579)",5,1,Nissan,Sylphy,sedan,97/856/2010/b31094447e0579.jpg,test,3
../../data/raw/compcars/image\97\856\2010\b48f71043947f4.jpg,97,856,2010,"(142, 176, 788, 517)",5,1,Nissan,Sylphy,sedan,97/856/2010/b48f71043947f4.jpg,test,3
../../data/raw/compcars/image\97\856\2010\bc097668565cb3.jpg,97,856,2010,"(130, 191, 792, 536)",4,1,Nissan,Sylphy,sedan,97/856/2010/bc097668565cb3.jpg,train,3
../../data/raw/compcars/image\97\856\2010\c15898e9363960.jpg,97,856,2010,"(108, 134, 809, 568)",4,1,Nissan,Sylphy,sedan,97/856/2010/c15898e9363960.jpg,test,3
../../data/raw/compcars/image\97\856\2010\d1201304a2a943.jpg,97,856,2010,"(91, 236, 847, 521)",3,1,Nissan,Sylphy,sedan,97/856/2010/d1201304a2a943.jpg,test,3
../../data/raw/compcars/image\97\856\2010\db98efd8c506c6.jpg,97,856,2010,"(170, 129, 758, 608)",2,1,Nissan,Sylphy,sedan,97/856/2010/db98efd8c506c6.jpg,test,3
../../data/raw/compcars/image\97\856\2010\e98a99156190fa.jpg,97,856,2010,"(95, 90, 814, 600)",2,1,Nissan,Sylphy,sedan,97/856/2010/e98a99156190fa.jpg,train,3
../../data/raw/compcars/image\97\856\2010\f935d0a9e25a78.jpg,97,856,2010,"(167, 163, 757, 576)",1,1,Nissan,Sylphy,sedan,97/856/2010/f935d0a9e25a78.jpg,test,3
../../data/raw/compcars/image\97\856\2012\024c92f8f24aa6.jpg,97,856,2012,"(186, 147, 736, 570)",1,1,Nissan,Sylphy,sedan,97/856/2012/024c92f8f24aa6.jpg,train,3
../../data/raw/compcars/image\97\856\2012\0e9a197f441c5b.jpg,97,856,2012,"(72, 131, 838, 592)",5,1,Nissan,Sylphy,sedan,97/856/2012/0e9a197f441c5b.jpg,test,3
../../data/raw/compcars/image\97\856\2012\135ac5a76b74db.jpg,97,856,2012,"(100, 56, 811, 590)",1,1,Nissan,Sylphy,sedan,97/856/2012/135ac5a76b74db.jpg,train,3
../../data/raw/compcars/image\97\856\2012\160469db3a14aa.jpg,97,856,2012,"(94, 240, 836, 484)",3,1,Nissan,Sylphy,sedan,97/856/2012/160469db3a14aa.jpg,test,3
../../data/raw/compcars/image\97\856\2012\19f62db662504c.jpg,97,856,2012,"(30, 220, 865, 532)",3,1,Nissan,Sylphy,sedan,97/856/2012/19f62db662504c.jpg,train,3
../../data/raw/compcars/image\97\856\2012\1ab3a6d4e20a67.jpg,97,856,2012,"(103, 217, 805, 519)",4,1,Nissan,Sylphy,sedan,97/856/2012/1ab3a6d4e20a67.jpg,train,3
../../data/raw/compcars/image\97\856\2012\1bca92fe85cf7e.jpg,97,856,2012,"(112, 211, 813, 517)",5,1,Nissan,Sylphy,sedan,97/856/2012/1bca92fe85cf7e.jpg,train,3
../../data/raw/compcars/image\97\856\2012\1dfc04d401d589.jpg,97,856,2012,"(53, 51, 860, 626)",2,1,Nissan,Sylphy,sedan,97/856/2012/1dfc04d401d589.jpg,train,3
../../data/raw/compcars/image\97\856\2012\1f94dbe58772be.jpg,97,856,2012,"(53, 198, 848, 517)",3,1,Nissan,Sylphy,sedan,97/856/2012/1f94dbe58772be.jpg,train,3
../../data/raw/compcars/image\97\856\2012\2d5a7f1fbc0502.jpg,97,856,2012,"(101, 205, 816, 506)",5,1,Nissan,Sylphy,sedan,97/856/2012/2d5a7f1fbc0502.jpg,test,3
../../data/raw/compcars/image\97\856\2012\2edee8fa3d3527.jpg,97,856,2012,"(84, 86, 807, 585)",4,1,Nissan,Sylphy,sedan,97/856/2012/2edee8fa3d3527.jpg,test,3
../../data/raw/compcars/image\97\856\2012\33786d05365c70.jpg,97,856,2012,"(93, 151, 801, 556)",5,1,Nissan,Sylphy,sedan,97/856/2012/33786d05365c70.jpg,train,3
../../data/raw/compcars/image\97\856\2012\405e7f4de8d213.jpg,97,856,2012,"(92, 262, 835, 507)",3,1,Nissan,Sylphy,sedan,97/856/2012/405e7f4de8d213.jpg,train,3
../../data/raw/compcars/image\97\856\2012\4db81f9044a34d.jpg,97,856,2012,"(69, 165, 829, 595)",4,1,Nissan,Sylphy,sedan,97/856/2012/4db81f9044a34d.jpg,train,3
../../data/raw/compcars/image\97\856\2012\517c34a594f814.jpg,97,856,2012,"(126, 63, 770, 577)",1,1,Nissan,Sylphy,sedan,97/856/2012/517c34a594f814.jpg,test,3
../../data/raw/compcars/image\97\856\2012\6c3257e07de2c6.jpg,97,856,2012,"(209, 163, 703, 574)",2,1,Nissan,Sylphy,sedan,97/856/2012/6c3257e07de2c6.jpg,test,3
../../data/raw/compcars/image\97\856\2012\b815adf3e4442d.jpg,97,856,2012,"(108, 119, 791, 524)",4,1,Nissan,Sylphy,sedan,97/856/2012/b815adf3e4442d.jpg,test,3
../../data/raw/compcars/image\97\856\2012\cd08f68a134db6.jpg,97,856,2012,"(88, 69, 794, 626)",2,1,Nissan,Sylphy,sedan,97/856/2012/cd08f68a134db6.jpg,train,3
../../data/raw/compcars/image\97\856\2012\def65ac97f409d.jpg,97,856,2012,"(110, 214, 828, 526)",4,1,Nissan,Sylphy,sedan,97/856/2012/def65ac97f409d.jpg,test,3
../../data/raw/compcars/image\97\857\2011\1659a01280e1e3.jpg,97,857,2011,"(49, 84, 883, 626)",2,1,Nissan,Sunshine,sedan,97/857/2011/1659a01280e1e3.jpg,train,3
../../data/raw/compcars/image\97\857\2011\1a7ba709382a08.jpg,97,857,2011,"(80, 132, 819, 527)",5,1,Nissan,Sunshine,sedan,97/857/2011/1a7ba709382a08.jpg,train,3
../../data/raw/compcars/image\97\857\2011\1b976911cf5be8.jpg,97,857,2011,"(53, 197, 856, 479)",3,1,Nissan,Sunshine,sedan,97/857/2011/1b976911cf5be8.jpg,test,3
../../data/raw/compcars/image\97\857\2011\222b4fb38d4d50.jpg,97,857,2011,"(123, 177, 795, 585)",5,1,Nissan,Sunshine,sedan,97/857/2011/222b4fb38d4d50.jpg,test,3
../../data/raw/compcars/image\97\857\2011\23d66a032db63f.jpg,97,857,2011,"(118, 96, 766, 605)",1,1,Nissan,Sunshine,sedan,97/857/2011/23d66a032db63f.jpg,train,3
../../data/raw/compcars/image\97\857\2011\2a76360771f3f0.jpg,97,857,2011,"(58, 221, 824, 595)",5,1,Nissan,Sunshine,sedan,97/857/2011/2a76360771f3f0.jpg,train,3
../../data/raw/compcars/image\97\857\2011\4b26fc4c0b95c6.jpg,97,857,2011,"(192, 132, 728, 560)",1,1,Nissan,Sunshine,sedan,97/857/2011/4b26fc4c0b95c6.jpg,train,3
../../data/raw/compcars/image\97\857\2011\5521e5ca77afaa.jpg,97,857,2011,"(151, 96, 727, 585)",2,1,Nissan,Sunshine,sedan,97/857/2011/5521e5ca77afaa.jpg,test,3
../../data/raw/compcars/image\97\857\2011\596f248c4ed5d6.jpg,97,857,2011,"(80, 165, 815, 523)",5,1,Nissan,Sunshine,sedan,97/857/2011/596f248c4ed5d6.jpg,train,3
../../data/raw/compcars/image\97\857\2011\7cbba4483c4da3.jpg,97,857,2011,"(241, 155, 662, 516)",2,1,Nissan,Sunshine,sedan,97/857/2011/7cbba4483c4da3.jpg,train,3
../../data/raw/compcars/image\97\857\2011\82c6e94cad8f2e.jpg,97,857,2011,"(206, 163, 686, 547)",1,1,Nissan,Sunshine,sedan,97/857/2011/82c6e94cad8f2e.jpg,test,3
../../data/raw/compcars/image\97\857\2011\8ab7a220a16b7c.jpg,97,857,2011,"(201, 191, 704, 607)",2,1,Nissan,Sunshine,sedan,97/857/2011/8ab7a220a16b7c.jpg,test,3
../../data/raw/compcars/image\97\857\2011\935bd20d8bcf5f.jpg,97,857,2011,"(46, 224, 859, 511)",3,1,Nissan,Sunshine,sedan,97/857/2011/935bd20d8bcf5f.jpg,test,3
../../data/raw/compcars/image\97\857\2011\989f220b756d60.jpg,97,857,2011,"(68, 161, 827, 550)",4,1,Nissan,Sunshine,sedan,97/857/2011/989f220b756d60.jpg,train,3
../../data/raw/compcars/image\97\857\2011\9b011feb9ab069.jpg,97,857,2011,"(92, 184, 838, 590)",5,1,Nissan,Sunshine,sedan,97/857/2011/9b011feb9ab069.jpg,train,3
../../data/raw/compcars/image\97\857\2011\a6b0d19f904dc5.jpg,97,857,2011,"(54, 156, 846, 437)",3,1,Nissan,Sunshine,sedan,97/857/2011/a6b0d19f904dc5.jpg,test,3
../../data/raw/compcars/image\97\857\2011\ad180c14d82b03.jpg,97,857,2011,"(79, 170, 841, 557)",4,1,Nissan,Sunshine,sedan,97/857/2011/ad180c14d82b03.jpg,test,3
../../data/raw/compcars/image\97\857\2011\b89078b96696ed.jpg,97,857,2011,"(82, 150, 817, 515)",4,1,Nissan,Sunshine,sedan,97/857/2011/b89078b96696ed.jpg,test,3
../../data/raw/compcars/image\97\857\2011\c53f78c1bc41d2.jpg,97,857,2011,"(97, 211, 818, 582)",4,1,Nissan,Sunshine,sedan,97/857/2011/c53f78c1bc41d2.jpg,train,3
../../data/raw/compcars/image\97\857\2011\d013b739a54566.jpg,97,857,2011,"(56, 150, 853, 538)",4,1,Nissan,Sunshine,sedan,97/857/2011/d013b739a54566.jpg,train,3
../../data/raw/compcars/image\97\857\2011\d3bca61af8dbe0.jpg,97,857,2011,"(82, 151, 834, 538)",5,1,Nissan,Sunshine,sedan,97/857/2011/d3bca61af8dbe0.jpg,train,3
../../data/raw/compcars/image\97\857\2011\d3e5066f109fec.jpg,97,857,2011,"(201, 172, 722, 598)",5,1,Nissan,Sunshine,sedan,97/857/2011/d3e5066f109fec.jpg,test,3
../../data/raw/compcars/image\97\857\2011\daef11f19d4ed3.jpg,97,857,2011,"(145, 103, 789, 616)",1,1,Nissan,Sunshine,sedan,97/857/2011/daef11f19d4ed3.jpg,train,3
../../data/raw/compcars/image\97\857\2011\dfc252ef75d382.jpg,97,857,2011,"(74, 136, 813, 589)",4,1,Nissan,Sunshine,sedan,97/857/2011/dfc252ef75d382.jpg,train,3
../../data/raw/compcars/image\97\857\2011\e1351f3fd240ef.jpg,97,857,2011,"(141, 126, 747, 614)",1,1,Nissan,Sunshine,sedan,97/857/2011/e1351f3fd240ef.jpg,test,3
../../data/raw/compcars/image\97\857\2011\e4a15325a603e6.jpg,97,857,2011,"(152, 100, 752, 612)",2,1,Nissan,Sunshine,sedan,97/857/2011/e4a15325a603e6.jpg,train,3
../../data/raw/compcars/image\97\857\2011\e6c7f3637aea65.jpg,97,857,2011,"(52, 221, 838, 499)",3,1,Nissan,Sunshine,sedan,97/857/2011/e6c7f3637aea65.jpg,train,3
../../data/raw/compcars/image\97\857\2011\e72b1c130aba32.jpg,97,857,2011,"(35, 255, 874, 561)",3,1,Nissan,Sunshine,sedan,97/857/2011/e72b1c130aba32.jpg,train,3
../../data/raw/compcars/image\97\857\2011\f0c19c1bff814e.jpg,97,857,2011,"(73, 183, 827, 560)",5,1,Nissan,Sunshine,sedan,97/857/2011/f0c19c1bff814e.jpg,train,3
../../data/raw/compcars/image\97\857\2011\f1b077bad15e0d.jpg,97,857,2011,"(65, 219, 879, 522)",3,1,Nissan,Sunshine,sedan,97/857/2011/f1b077bad15e0d.jpg,train,3
../../data/raw/compcars/image\97\857\2014\00c289c625af44.jpg,97,857,2014,"(247, 215, 665, 554)",1,1,Nissan,Sunshine,sedan,97/857/2014/00c289c625af44.jpg,test,3
../../data/raw/compcars/image\97\857\2014\132033e55513c3.jpg,97,857,2014,"(99, 199, 812, 541)",4,1,Nissan,Sunshine,sedan,97/857/2014/132033e55513c3.jpg,train,3
../../data/raw/compcars/image\97\857\2014\16b5a892d7d11e.jpg,97,857,2014,"(119, 171, 794, 559)",5,1,Nissan,Sunshine,sedan,97/857/2014/16b5a892d7d11e.jpg,test,3
../../data/raw/compcars/image\97\857\2014\22591836b963b5.jpg,97,857,2014,"(123, 211, 792, 546)",4,1,Nissan,Sunshine,sedan,97/857/2014/22591836b963b5.jpg,test,3
../../data/raw/compcars/image\97\857\2014\2f0f40d0ed2bcf.jpg,97,857,2014,"(210, 169, 709, 591)",2,1,Nissan,Sunshine,sedan,97/857/2014/2f0f40d0ed2bcf.jpg,train,3
../../data/raw/compcars/image\97\857\2014\2f9975b4de43d3.jpg,97,857,2014,"(194, 148, 705, 562)",2,1,Nissan,Sunshine,sedan,97/857/2014/2f9975b4de43d3.jpg,test,3
../../data/raw/compcars/image\97\857\2014\3484c4bb02372f.jpg,97,857,2014,"(167, 128, 751, 564)",1,1,Nissan,Sunshine,sedan,97/857/2014/3484c4bb02372f.jpg,test,3
../../data/raw/compcars/image\97\857\2014\3794184ab80148.jpg,97,857,2014,"(196, 163, 716, 622)",2,1,Nissan,Sunshine,sedan,97/857/2014/3794184ab80148.jpg,test,3
../../data/raw/compcars/image\97\857\2014\3aa874430aeb8a.jpg,97,857,2014,"(187, 110, 722, 570)",1,1,Nissan,Sunshine,sedan,97/857/2014/3aa874430aeb8a.jpg,train,3
../../data/raw/compcars/image\97\857\2014\3acfefdedf6d05.jpg,97,857,2014,"(137, 157, 749, 585)",2,1,Nissan,Sunshine,sedan,97/857/2014/3acfefdedf6d05.jpg,test,3
../../data/raw/compcars/image\97\857\2014\43c277a50b138d.jpg,97,857,2014,"(146, 139, 743, 599)",1,1,Nissan,Sunshine,sedan,97/857/2014/43c277a50b138d.jpg,train,3
../../data/raw/compcars/image\97\857\2014\43eb8695ec5d2f.jpg,97,857,2014,"(107, 213, 801, 550)",4,1,Nissan,Sunshine,sedan,97/857/2014/43eb8695ec5d2f.jpg,train,3
../../data/raw/compcars/image\97\857\2014\5b0c6f78b27993.jpg,97,857,2014,"(122, 131, 798, 578)",4,1,Nissan,Sunshine,sedan,97/857/2014/5b0c6f78b27993.jpg,test,3
../../data/raw/compcars/image\97\857\2014\5c9756debd9a0a.jpg,97,857,2014,"(72, 151, 843, 546)",5,1,Nissan,Sunshine,sedan,97/857/2014/5c9756debd9a0a.jpg,train,3
../../data/raw/compcars/image\97\857\2014\640623309b1030.jpg,97,857,2014,"(97, 158, 826, 516)",4,1,Nissan,Sunshine,sedan,97/857/2014/640623309b1030.jpg,train,3
../../data/raw/compcars/image\97\857\2014\644d4245e255f1.jpg,97,857,2014,"(70, 223, 862, 489)",3,1,Nissan,Sunshine,sedan,97/857/2014/644d4245e255f1.jpg,test,3
../../data/raw/compcars/image\97\857\2014\70628313bf7dbc.jpg,97,857,2014,"(67, 227, 836, 511)",3,1,Nissan,Sunshine,sedan,97/857/2014/70628313bf7dbc.jpg,train,3
../../data/raw/compcars/image\97\857\2014\80d6969d3fac48.jpg,97,857,2014,"(120, 218, 791, 537)",5,1,Nissan,Sunshine,sedan,97/857/2014/80d6969d3fac48.jpg,test,3
../../data/raw/compcars/image\97\857\2014\8316399786d163.jpg,97,857,2014,"(108, 193, 820, 579)",4,1,Nissan,Sunshine,sedan,97/857/2014/8316399786d163.jpg,test,3
../../data/raw/compcars/image\97\857\2014\8fa9137fc8d02b.jpg,97,857,2014,"(104, 215, 791, 545)",5,1,Nissan,Sunshine,sedan,97/857/2014/8fa9137fc8d02b.jpg,test,3
../../data/raw/compcars/image\97\857\2014\a12d3ecfdfedb6.jpg,97,857,2014,"(177, 141, 757, 591)",1,1,Nissan,Sunshine,sedan,97/857/2014/a12d3ecfdfedb6.jpg,test,3
../../data/raw/compcars/image\97\857\2014\a8ab98d26b775d.jpg,97,857,2014,"(84, 201, 794, 563)",5,1,Nissan,Sunshine,sedan,97/857/2014/a8ab98d26b775d.jpg,test,3
../../data/raw/compcars/image\97\857\2014\aa6dd961a620c3.jpg,97,857,2014,"(100, 198, 793, 521)",5,1,Nissan,Sunshine,sedan,97/857/2014/aa6dd961a620c3.jpg,train,3
../../data/raw/compcars/image\97\857\2014\aa7356486c2146.jpg,97,857,2014,"(39, 209, 859, 503)",3,1,Nissan,Sunshine,sedan,97/857/2014/aa7356486c2146.jpg,test,3
../../data/raw/compcars/image\97\857\2014\b70b34354d3c81.jpg,97,857,2014,"(66, 236, 841, 500)",3,1,Nissan,Sunshine,sedan,97/857/2014/b70b34354d3c81.jpg,train,3
../../data/raw/compcars/image\97\857\2014\bab2e1915f2254.jpg,97,857,2014,"(118, 113, 781, 587)",2,1,Nissan,Sunshine,sedan,97/857/2014/bab2e1915f2254.jpg,train,3
../../data/raw/compcars/image\97\857\2014\da399cf0739746.jpg,97,857,2014,"(87, 166, 825, 561)",4,1,Nissan,Sunshine,sedan,97/857/2014/da399cf0739746.jpg,test,3
../../data/raw/compcars/image\97\857\2014\e4f0493da4536c.jpg,97,857,2014,"(106, 203, 803, 536)",5,1,Nissan,Sunshine,sedan,97/857/2014/e4f0493da4536c.jpg,test,3
../../data/raw/compcars/image\97\857\2014\e846a89654f3eb.jpg,97,857,2014,"(64, 237, 834, 498)",3,1,Nissan,Sunshine,sedan,97/857/2014/e846a89654f3eb.jpg,train,3
../../data/raw/compcars/image\97\857\2014\fb3ca9b7868a04.jpg,97,857,2014,"(250, 212, 659, 566)",2,1,Nissan,Sunshine,sedan,97/857/2014/fb3ca9b7868a04.jpg,train,3
../../data/raw/compcars/image\97\859\2010\034b85aec5ac2b.jpg,97,859,2010,"(84, 211, 851, 533)",3,1,Nissan,Qashqai,SUV,97/859/2010/034b85aec5ac2b.jpg,test,2
../../data/raw/compcars/image\97\859\2010\12f83757c30e3c.jpg,97,859,2010,"(111, 113, 798, 553)",4,1,Nissan,Qashqai,SUV,97/859/2010/12f83757c30e3c.jpg,test,2
../../data/raw/compcars/image\97\859\2010\1ae3b4ee1a5f4a.jpg,97,859,2010,"(83, 207, 855, 557)",3,1,Nissan,Qashqai,SUV,97/859/2010/1ae3b4ee1a5f4a.jpg,test,2
../../data/raw/compcars/image\97\859\2010\1debee2b890462.jpg,97,859,2010,"(58, 91, 842, 596)",4,1,Nissan,Qashqai,SUV,97/859/2010/1debee2b890462.jpg,test,2
../../data/raw/compcars/image\97\859\2010\404523957ed222.jpg,97,859,2010,"(96, 55, 844, 622)",5,1,Nissan,Qashqai,SUV,97/859/2010/404523957ed222.jpg,test,2
../../data/raw/compcars/image\97\859\2010\425edc8a6e8634.jpg,97,859,2010,"(163, 86, 723, 551)",1,1,Nissan,Qashqai,SUV,97/859/2010/425edc8a6e8634.jpg,train,2
../../data/raw/compcars/image\97\859\2010\47b85288472739.jpg,97,859,2010,"(150, 104, 799, 575)",1,1,Nissan,Qashqai,SUV,97/859/2010/47b85288472739.jpg,train,2
../../data/raw/compcars/image\97\859\2010\489a9db4036cea.jpg,97,859,2010,"(153, 85, 822, 551)",4,1,Nissan,Qashqai,SUV,97/859/2010/489a9db4036cea.jpg,train,2
../../data/raw/compcars/image\97\859\2010\4dedceb4d190ea.jpg,97,859,2010,"(43, 202, 795, 556)",3,1,Nissan,Qashqai,SUV,97/859/2010/4dedceb4d190ea.jpg,test,2
../../data/raw/compcars/image\97\859\2010\5194f7d1a6cde8.jpg,97,859,2010,"(99, 76, 836, 626)",5,1,Nissan,Qashqai,SUV,97/859/2010/5194f7d1a6cde8.jpg,test,2
../../data/raw/compcars/image\97\859\2010\52a5836d4b7a5a.jpg,97,859,2010,"(67, 78, 847, 626)",4,1,Nissan,Qashqai,SUV,97/859/2010/52a5836d4b7a5a.jpg,train,2
../../data/raw/compcars/image\97\859\2010\55583011a16615.jpg,97,859,2010,"(155, 102, 760, 597)",2,1,Nissan,Qashqai,SUV,97/859/2010/55583011a16615.jpg,train,2
../../data/raw/compcars/image\97\859\2010\5eb0617ccf19b2.jpg,97,859,2010,"(46, 165, 847, 513)",3,1,Nissan,Qashqai,SUV,97/859/2010/5eb0617ccf19b2.jpg,train,2
../../data/raw/compcars/image\97\859\2010\5fcb286d139999.jpg,97,859,2010,"(101, 82, 821, 613)",5,1,Nissan,Qashqai,SUV,97/859/2010/5fcb286d139999.jpg,test,2
../../data/raw/compcars/image\97\859\2010\61f84ee911a986.jpg,97,859,2010,"(155, 181, 781, 577)",5,1,Nissan,Qashqai,SUV,97/859/2010/61f84ee911a986.jpg,train,2
../../data/raw/compcars/image\97\859\2010\67f8902c96b034.jpg,97,859,2010,"(150, 152, 750, 578)",4,1,Nissan,Qashqai,SUV,97/859/2010/67f8902c96b034.jpg,test,2
../../data/raw/compcars/image\97\859\2010\6bf675b83f0d2d.jpg,97,859,2010,"(115, 132, 785, 572)",4,1,Nissan,Qashqai,SUV,97/859/2010/6bf675b83f0d2d.jpg,test,2
../../data/raw/compcars/image\97\859\2010\7c881dc138ef5e.jpg,97,859,2010,"(135, 76, 764, 590)",1,1,Nissan,Qashqai,SUV,97/859/2010/7c881dc138ef5e.jpg,train,2
../../data/raw/compcars/image\97\859\2010\82c84327593514.jpg,97,859,2010,"(135, 178, 782, 529)",1,1,Nissan,Qashqai,SUV,97/859/2010/82c84327593514.jpg,train,2
../../data/raw/compcars/image\97\859\2010\91fba4380c9705.jpg,97,859,2010,"(112, 149, 835, 545)",1,1,Nissan,Qashqai,SUV,97/859/2010/91fba4380c9705.jpg,train,2
../../data/raw/compcars/image\97\859\2010\9d768038507995.jpg,97,859,2010,"(136, 104, 751, 611)",2,1,Nissan,Qashqai,SUV,97/859/2010/9d768038507995.jpg,test,2
../../data/raw/compcars/image\97\859\2010\a88da2523c024b.jpg,97,859,2010,"(122, 166, 712, 574)",5,1,Nissan,Qashqai,SUV,97/859/2010/a88da2523c024b.jpg,test,2
../../data/raw/compcars/image\97\859\2010\afbb6528b7c5ae.jpg,97,859,2010,"(69, 118, 835, 591)",1,1,Nissan,Qashqai,SUV,97/859/2010/afbb6528b7c5ae.jpg,test,2
../../data/raw/compcars/image\97\859\2010\b1acb40f7a688b.jpg,97,859,2010,"(125, 156, 779, 585)",5,1,Nissan,Qashqai,SUV,97/859/2010/b1acb40f7a688b.jpg,train,2
../../data/raw/compcars/image\97\859\2010\b869ac3239c2f5.jpg,97,859,2010,"(104, 77, 828, 611)",5,1,Nissan,Qashqai,SUV,97/859/2010/b869ac3239c2f5.jpg,test,2
../../data/raw/compcars/image\97\859\2010\bc0391294fa4ad.jpg,97,859,2010,"(188, 148, 711, 604)",1,1,Nissan,Qashqai,SUV,97/859/2010/bc0391294fa4ad.jpg,test,2
../../data/raw/compcars/image\97\859\2010\ccdba9dd0ae34b.jpg,97,859,2010,"(141, 113, 775, 567)",4,1,Nissan,Qashqai,SUV,97/859/2010/ccdba9dd0ae34b.jpg,test,2
../../data/raw/compcars/image\97\859\2010\daf9de5e3f5f0d.jpg,97,859,2010,"(153, 132, 769, 539)",4,1,Nissan,Qashqai,SUV,97/859/2010/daf9de5e3f5f0d.jpg,train,2
