image_path,make_id,model_id,year,bbox,viewpoint,car_type,make_name,model_name,car_type_name
../../data/raw/compcars/image\97\875\2009\412980a9958fdf.jpg,97,875,2009,"(126, 243, 345, 415)",4,1,Nissan,Nissan Cube,MPV
../../data/raw/compcars/image\97\875\2009\4701ff5def4076.jpg,97,875,2009,"(63, 270, 513, 511)",4,1,Nissan,Nissan Cube,MPV
../../data/raw/compcars/image\97\875\2009\4976f9bcc58850.jpg,97,875,2009,"(176, 164, 621, 504)",1,1,Nissan,Nissan Cube,MPV
../../data/raw/compcars/image\97\875\2009\5e25b619e6a76a.jpg,97,875,2009,"(298, 235, 734, 481)",4,1,Nissan,Nissan Cube,MPV
../../data/raw/compcars/image\97\875\2009\5f2a1f01b571fb.jpg,97,875,2009,"(93, 228, 712, 567)",4,1,Nissan,Nissan Cube,MPV
../../data/raw/compcars/image\97\875\2009\611552149682a6.jpg,97,875,2009,"(232, 183, 578, 375)",5,1,Nissan,Nissan Cube,MPV
../../data/raw/compcars/image\97\875\2009\66ec73ca73dde0.jpg,97,875,2009,"(89, 101, 662, 486)",5,1,Nissan,Nissan Cube,MPV
../../data/raw/compcars/image\97\875\2009\6caa10ba8ec385.jpg,97,875,2009,"(4, 62, 787, 500)",4,1,Nissan,Nissan Cube,MPV
../../data/raw/compcars/image\97\875\2009\7e669a0ba492f6.jpg,97,875,2009,"(37, 243, 523, 479)",4,1,Nissan,Nissan Cube,MPV
../../data/raw/compcars/image\97\875\2009\7f063ecc6a4e1c.jpg,97,875,2009,"(227, 188, 572, 490)",1,1,Nissan,Nissan Cube,MPV
../../data/raw/compcars/image\97\875\2009\829d8d42faf136.jpg,97,875,2009,"(233, 210, 547, 387)",4,1,Nissan,Nissan Cube,MPV
../../data/raw/compcars/image\97\875\2009\82dcf5ce16c358.jpg,97,875,2009,"(237, 189, 563, 497)",2,1,Nissan,Nissan Cube,MPV
../../data/raw/compcars/image\97\875\2009\90b67c747f9ed6.jpg,97,875,2009,"(203, 87, 590, 461)",2,1,Nissan,Nissan Cube,MPV
../../data/raw/compcars/image\97\875\2009\9132a56bc7d19b.jpg,97,875,2009,"(173, 279, 754, 525)",3,1,Nissan,Nissan Cube,MPV
../../data/raw/compcars/image\97\875\2009\96946823630449.jpg,97,875,2009,"(63, 128, 728, 501)",4,1,Nissan,Nissan Cube,MPV
../../data/raw/compcars/image\97\875\2009\97f0e99c3ea173.jpg,97,875,2009,"(201, 192, 582, 379)",4,1,Nissan,Nissan Cube,MPV
../../data/raw/compcars/image\97\875\2009\aae2d3f54ab8b8.jpg,97,875,2009,"(96, 162, 701, 483)",4,1,Nissan,Nissan Cube,MPV
../../data/raw/compcars/image\97\875\2009\b5ca8cdf339d3f.jpg,97,875,2009,"(41, 258, 639, 564)",5,1,Nissan,Nissan Cube,MPV
../../data/raw/compcars/image\97\875\2009\baf07c1c86b45e.jpg,97,875,2009,"(58, 200, 743, 495)",3,1,Nissan,Nissan Cube,MPV
../../data/raw/compcars/image\97\875\2009\bea208d30cb061.jpg,97,875,2009,"(249, 241, 724, 471)",4,1,Nissan,Nissan Cube,MPV
../../data/raw/compcars/image\97\875\2009\cc62d7d3250de9.jpg,97,875,2009,"(193, 163, 746, 473)",4,1,Nissan,Nissan Cube,MPV
../../data/raw/compcars/image\97\875\2009\d7ee94c07535ee.jpg,97,875,2009,"(151, 267, 643, 475)",3,1,Nissan,Nissan Cube,MPV
../../data/raw/compcars/image\97\875\2009\daf243a73b435a.jpg,97,875,2009,"(119, 47, 661, 514)",1,1,Nissan,Nissan Cube,MPV
../../data/raw/compcars/image\97\875\2009\df3a6d694225fd.jpg,97,875,2009,"(110, 136, 491, 435)",4,1,Nissan,Nissan Cube,MPV
../../data/raw/compcars/image\97\875\2009\e0e28f7455a569.jpg,97,875,2009,"(170, 118, 615, 539)",2,1,Nissan,Nissan Cube,MPV
../../data/raw/compcars/image\97\875\2009\e77f4020144a72.jpg,97,875,2009,"(72, 237, 429, 428)",4,1,Nissan,Nissan Cube,MPV
../../data/raw/compcars/image\97\875\2009\e9c5f1cb6461d5.jpg,97,875,2009,"(227, 242, 557, 525)",1,1,Nissan,Nissan Cube,MPV
../../data/raw/compcars/image\97\875\2009\eacd3685f79ce0.jpg,97,875,2009,"(97, 217, 732, 555)",4,1,Nissan,Nissan Cube,MPV
../../data/raw/compcars/image\97\875\2013\2ef2c3f9e598a2.jpg,97,875,2013,"(51, 67, 750, 524)",4,1,Nissan,Nissan Cube,MPV
../../data/raw/compcars/image\97\875\2013\42a34b640342d8.jpg,97,875,2013,"(11, 92, 788, 516)",5,1,Nissan,Nissan Cube,MPV
../../data/raw/compcars/image\97\875\2013\45ce1c08c3d4c3.jpg,97,875,2013,"(42, 50, 749, 512)",4,1,Nissan,Nissan Cube,MPV
../../data/raw/compcars/image\97\875\2013\64318b48799c95.jpg,97,875,2013,"(39, 47, 746, 513)",4,1,Nissan,Nissan Cube,MPV
../../data/raw/compcars/image\97\875\2013\bab63177672706.jpg,97,875,2013,"(80, 48, 718, 523)",5,1,Nissan,Nissan Cube,MPV
../../data/raw/compcars/image\97\875\2013\bccc7045b94f54.jpg,97,875,2013,"(40, 49, 752, 513)",4,1,Nissan,Nissan Cube,MPV
../../data/raw/compcars/image\97\875\2013\ccf7a7a1945807.jpg,97,875,2013,"(53, 106, 738, 505)",4,1,Nissan,Nissan Cube,MPV
../../data/raw/compcars/image\97\875\2013\ffbc4d639feb00.jpg,97,875,2013,"(34, 50, 742, 514)",4,1,Nissan,Nissan Cube,MPV
../../data/raw/compcars/image\97\875\unknown\0a328853008b78.jpg,97,875,unknown,"(44, 204, 878, 561)",3,1,Nissan,Nissan Cube,MPV
../../data/raw/compcars/image\97\875\unknown\0f8c9d77a641e9.jpg,97,875,unknown,"(74, 187, 821, 589)",4,1,Nissan,Nissan Cube,MPV
../../data/raw/compcars/image\97\875\unknown\1429af5df72ee0.jpg,97,875,unknown,"(7, 89, 896, 583)",1,1,Nissan,Nissan Cube,MPV
../../data/raw/compcars/image\97\875\unknown\195fb187514a03.jpg,97,875,unknown,"(193, 340, 501, 539)",5,1,Nissan,Nissan Cube,MPV
../../data/raw/compcars/image\97\875\unknown\1e538d1bed5961.jpg,97,875,unknown,"(47, 231, 860, 590)",3,1,Nissan,Nissan Cube,MPV
../../data/raw/compcars/image\97\875\unknown\2f00928afd193a.jpg,97,875,unknown,"(171, 189, 588, 550)",1,1,Nissan,Nissan Cube,MPV
../../data/raw/compcars/image\97\875\unknown\315203f54be273.jpg,97,875,unknown,"(58, 166, 859, 511)",3,1,Nissan,Nissan Cube,MPV
../../data/raw/compcars/image\97\875\unknown\36319148c71f3b.jpg,97,875,unknown,"(272, 214, 666, 509)",4,1,Nissan,Nissan Cube,MPV
../../data/raw/compcars/image\97\875\unknown\5cc25bf5b55856.jpg,97,875,unknown,"(187, 282, 752, 547)",3,1,Nissan,Nissan Cube,MPV
../../data/raw/compcars/image\97\875\unknown\5df40c0315d774.jpg,97,875,unknown,"(84, 226, 821, 547)",3,1,Nissan,Nissan Cube,MPV
../../data/raw/compcars/image\97\875\unknown\6fbf057f81a83f.jpg,97,875,unknown,"(62, 229, 729, 557)",4,1,Nissan,Nissan Cube,MPV
../../data/raw/compcars/image\97\875\unknown\7111d6b6c27868.jpg,97,875,unknown,"(93, 152, 817, 555)",5,1,Nissan,Nissan Cube,MPV
../../data/raw/compcars/image\97\875\unknown\77e42e9f8bbbc1.jpg,97,875,unknown,"(145, 167, 621, 541)",4,1,Nissan,Nissan Cube,MPV
../../data/raw/compcars/image\97\875\unknown\81894a933a5c3f.jpg,97,875,unknown,"(249, 228, 655, 589)",1,1,Nissan,Nissan Cube,MPV
../../data/raw/compcars/image\97\875\unknown\82ac866cbce6d0.jpg,97,875,unknown,"(109, 251, 578, 611)",5,1,Nissan,Nissan Cube,MPV
../../data/raw/compcars/image\97\875\unknown\83ea0bd56a7794.jpg,97,875,unknown,"(247, 147, 664, 541)",2,1,Nissan,Nissan Cube,MPV
../../data/raw/compcars/image\97\875\unknown\8bab8792ebbb67.jpg,97,875,unknown,"(283, 301, 630, 509)",5,1,Nissan,Nissan Cube,MPV
../../data/raw/compcars/image\97\875\unknown\8cd13db7ae4ef4.jpg,97,875,unknown,"(254, 253, 629, 466)",4,1,Nissan,Nissan Cube,MPV
../../data/raw/compcars/image\97\875\unknown\962178f861cf8a.jpg,97,875,unknown,"(45, 198, 876, 553)",3,1,Nissan,Nissan Cube,MPV
../../data/raw/compcars/image\97\875\unknown\980783bc634248.jpg,97,875,unknown,"(153, 198, 740, 542)",5,1,Nissan,Nissan Cube,MPV
../../data/raw/compcars/image\97\875\unknown\9a127c57472b8c.jpg,97,875,unknown,"(303, 306, 688, 534)",5,1,Nissan,Nissan Cube,MPV
../../data/raw/compcars/image\97\875\unknown\9c406416c143e2.jpg,97,875,unknown,"(131, 297, 654, 538)",3,1,Nissan,Nissan Cube,MPV
../../data/raw/compcars/image\97\875\unknown\a5619bffcc1792.jpg,97,875,unknown,"(178, 310, 513, 494)",5,1,Nissan,Nissan Cube,MPV
../../data/raw/compcars/image\97\875\unknown\a9a367379bf575.jpg,97,875,unknown,"(141, 207, 646, 527)",4,1,Nissan,Nissan Cube,MPV
../../data/raw/compcars/image\97\875\unknown\b0d37ddb4a925a.jpg,97,875,unknown,"(200, 295, 653, 510)",4,1,Nissan,Nissan Cube,MPV
../../data/raw/compcars/image\97\875\unknown\b8038ef40fbdcb.jpg,97,875,unknown,"(198, 238, 740, 501)",4,1,Nissan,Nissan Cube,MPV
../../data/raw/compcars/image\97\875\unknown\c87825f36f8cab.jpg,97,875,unknown,"(207, 154, 703, 618)",2,1,Nissan,Nissan Cube,MPV
../../data/raw/compcars/image\97\875\unknown\ce08ffca49744c.jpg,97,875,unknown,"(38, 226, 854, 576)",3,1,Nissan,Nissan Cube,MPV
../../data/raw/compcars/image\97\875\unknown\cee6a31f8cb8d1.jpg,97,875,unknown,"(78, 188, 853, 595)",5,1,Nissan,Nissan Cube,MPV
../../data/raw/compcars/image\97\875\unknown\e2d3500cb398bb.jpg,97,875,unknown,"(182, 150, 668, 540)",4,1,Nissan,Nissan Cube,MPV
../../data/raw/compcars/image\97\876\unknown\140806fa560dbb.jpg,97,876,unknown,"(39, 85, 894, 572)",3,1,Nissan,Nissan NUVU,MPV
../../data/raw/compcars/image\97\876\unknown\17b8d8d3f29c42.jpg,97,876,unknown,"(69, 215, 840, 621)",3,1,Nissan,Nissan NUVU,MPV
../../data/raw/compcars/image\97\876\unknown\27ba424df84acd.jpg,97,876,unknown,"(34, 65, 786, 627)",4,1,Nissan,Nissan NUVU,MPV
../../data/raw/compcars/image\97\876\unknown\3abe4c9ccbe4f6.jpg,97,876,unknown,"(112, 84, 789, 625)",1,1,Nissan,Nissan NUVU,MPV
../../data/raw/compcars/image\97\876\unknown\3e8c6cdb2dfbf1.jpg,97,876,unknown,"(19, 198, 554, 530)",4,1,Nissan,Nissan NUVU,MPV
../../data/raw/compcars/image\97\876\unknown\44e51d454abae6.jpg,97,876,unknown,"(33, 127, 827, 624)",3,1,Nissan,Nissan NUVU,MPV
../../data/raw/compcars/image\97\876\unknown\5115c0e04f6a9c.jpg,97,876,unknown,"(70, 216, 850, 627)",4,1,Nissan,Nissan NUVU,MPV
../../data/raw/compcars/image\97\876\unknown\514835eb068b69.jpg,97,876,unknown,"(208, 290, 816, 621)",3,1,Nissan,Nissan NUVU,MPV
../../data/raw/compcars/image\97\876\unknown\52b872f8e1c7c0.jpg,97,876,unknown,"(4, 63, 823, 539)",5,1,Nissan,Nissan NUVU,MPV
../../data/raw/compcars/image\97\876\unknown\5caee14ccf5ca9.jpg,97,876,unknown,"(47, 106, 804, 542)",3,1,Nissan,Nissan NUVU,MPV
../../data/raw/compcars/image\97\876\unknown\70b5906e6ef7d4.jpg,97,876,unknown,"(385, 303, 841, 549)",3,1,Nissan,Nissan NUVU,MPV
../../data/raw/compcars/image\97\876\unknown\77cd7ce30dbec7.jpg,97,876,unknown,"(365, 303, 840, 558)",3,1,Nissan,Nissan NUVU,MPV
../../data/raw/compcars/image\97\876\unknown\822ff0707e1d87.jpg,97,876,unknown,"(327, 201, 531, 311)",3,1,Nissan,Nissan NUVU,MPV
../../data/raw/compcars/image\97\876\unknown\82bc8faf822892.jpg,97,876,unknown,"(309, 146, 890, 451)",3,1,Nissan,Nissan NUVU,MPV
../../data/raw/compcars/image\97\876\unknown\9097be546df4fb.jpg,97,876,unknown,"(156, 304, 752, 621)",3,1,Nissan,Nissan NUVU,MPV
../../data/raw/compcars/image\97\876\unknown\9a0110a2782bd2.jpg,97,876,unknown,"(157, 264, 753, 584)",3,1,Nissan,Nissan NUVU,MPV
../../data/raw/compcars/image\97\876\unknown\b48695cf4af4d7.jpg,97,876,unknown,"(78, 186, 834, 614)",5,1,Nissan,Nissan NUVU,MPV
../../data/raw/compcars/image\97\876\unknown\b566b64602fc5d.jpg,97,876,unknown,"(25, 182, 618, 550)",4,1,Nissan,Nissan NUVU,MPV
../../data/raw/compcars/image\97\876\unknown\b9c205773625fc.jpg,97,876,unknown,"(161, 71, 752, 594)",1,1,Nissan,Nissan NUVU,MPV
../../data/raw/compcars/image\97\876\unknown\c9c6316e19e592.jpg,97,876,unknown,"(94, 217, 764, 627)",4,1,Nissan,Nissan NUVU,MPV
../../data/raw/compcars/image\97\876\unknown\d3195600e4759f.jpg,97,876,unknown,"(4, 60, 730, 628)",4,1,Nissan,Nissan NUVU,MPV
../../data/raw/compcars/image\97\876\unknown\f1d4ec9b69e424.jpg,97,876,unknown,"(170, 90, 736, 607)",2,1,Nissan,Nissan NUVU,MPV
../../data/raw/compcars/image\97\877\2011\100dbb3198a91b.jpg,97,877,2011,"(142, 66, 767, 602)",2,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2011\15e58b8aca0a2f.jpg,97,877,2011,"(4, 80, 907, 626)",4,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2011\3ac7fe39a23333.jpg,97,877,2011,"(76, 254, 792, 524)",3,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2011\4f6479aabc2337.jpg,97,877,2011,"(390, 236, 906, 503)",4,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2011\50bf3f9c39d81c.jpg,97,877,2011,"(179, 136, 718, 548)",1,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2011\5e6ca995379d10.jpg,97,877,2011,"(21, 134, 877, 603)",5,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2011\61b6d57e5ba175.jpg,97,877,2011,"(2, 197, 902, 600)",5,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2011\8d5e8e9926206b.jpg,97,877,2011,"(357, 296, 905, 547)",3,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2011\90d80e8c20e98e.jpg,97,877,2011,"(4, 161, 907, 597)",3,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2011\a1646316a8cbfc.jpg,97,877,2011,"(210, 157, 871, 626)",4,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2011\a6585d5329d911.jpg,97,877,2011,"(130, 61, 784, 602)",1,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2011\a795d974ceab34.jpg,97,877,2011,"(22, 266, 873, 565)",3,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2011\ab229b43a8b4b8.jpg,97,877,2011,"(2, 193, 907, 551)",3,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2011\b5e2df054c8d62.jpg,97,877,2011,"(98, 224, 778, 626)",4,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2011\b652790b2864c2.jpg,97,877,2011,"(371, 237, 898, 505)",4,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2011\b9e0f191003514.jpg,97,877,2011,"(279, 311, 907, 565)",3,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2011\ba4911f652b164.jpg,97,877,2011,"(117, 201, 555, 519)",1,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2011\c0c750bad19de1.jpg,97,877,2011,"(27, 179, 878, 562)",5,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2011\cab20072d28147.jpg,97,877,2011,"(374, 236, 899, 503)",4,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2011\d366ad90b2cff9.jpg,97,877,2011,"(5, 135, 907, 588)",4,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2011\dc50984cd49583.jpg,97,877,2011,"(4, 250, 907, 581)",3,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2011\e269bb9710f21f.jpg,97,877,2011,"(22, 212, 896, 599)",4,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2011\f5ee53c2878edc.jpg,97,877,2011,"(86, 234, 838, 551)",3,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2011\f72776897a2050.jpg,97,877,2011,"(98, 265, 834, 577)",3,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2012\0f1475d0373d4a.jpg,97,877,2012,"(93, 316, 710, 547)",3,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2012\2323db4848aaea.jpg,97,877,2012,"(109, 144, 660, 466)",5,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2012\3140c1c33cd168.jpg,97,877,2012,"(169, 123, 618, 474)",2,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2012\3527154634c742.jpg,97,877,2012,"(135, 238, 669, 479)",5,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2012\35e865098bc6b7.jpg,97,877,2012,"(45, 194, 752, 555)",4,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2012\3fde4adbcd28dc.jpg,97,877,2012,"(187, 201, 737, 463)",4,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2012\401902710f1855.jpg,97,877,2012,"(61, 188, 703, 433)",3,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2012\4285dcde7f6296.jpg,97,877,2012,"(111, 315, 613, 503)",3,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2012\459bab06710bca.jpg,97,877,2012,"(107, 197, 574, 385)",4,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2012\4ffb5ef1834918.jpg,97,877,2012,"(125, 120, 688, 470)",5,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2012\87d6127945fc69.jpg,97,877,2012,"(76, 234, 587, 457)",4,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2012\88d98dc2fde7b5.jpg,97,877,2012,"(115, 239, 482, 395)",4,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2012\8c547873ac6bf4.jpg,97,877,2012,"(97, 239, 494, 410)",4,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2012\8fe152c5179687.jpg,97,877,2012,"(116, 194, 642, 384)",3,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2012\902daf126a0610.jpg,97,877,2012,"(119, 140, 631, 460)",4,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2012\97e81732e50285.jpg,97,877,2012,"(166, 327, 742, 532)",3,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2012\99d4b011709b3b.jpg,97,877,2012,"(105, 298, 552, 477)",4,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2012\a1422845f87475.jpg,97,877,2012,"(150, 225, 630, 463)",4,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2012\a2ec1592f91bb7.jpg,97,877,2012,"(48, 185, 626, 398)",3,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2012\a67cf21b6a1a50.jpg,97,877,2012,"(90, 224, 621, 464)",5,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2012\a893096a018b82.jpg,97,877,2012,"(110, 171, 579, 355)",4,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2012\bb080a62b111a9.jpg,97,877,2012,"(130, 209, 674, 457)",4,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2012\cb50d20a84efa7.jpg,97,877,2012,"(117, 230, 677, 457)",4,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2012\dbda8637ca4337.jpg,97,877,2012,"(123, 223, 550, 389)",4,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2012\ddf0467f9e1b4f.jpg,97,877,2012,"(250, 173, 740, 368)",3,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2012\e0ba714f993675.jpg,97,877,2012,"(277, 273, 664, 435)",4,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2012\ef433fed3268b8.jpg,97,877,2012,"(90, 227, 684, 475)",4,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2012\f0c92bdd434a12.jpg,97,877,2012,"(115, 303, 767, 544)",3,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2012\fb6b2f73b93861.jpg,97,877,2012,"(133, 211, 595, 400)",4,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2012\fd3db60b20e3bc.jpg,97,877,2012,"(341, 268, 741, 436)",4,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2013\29454a4f8f549d.jpg,97,877,2013,"(168, 253, 659, 475)",4,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2013\3b4180e3f336c1.jpg,97,877,2013,"(110, 112, 673, 439)",5,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2013\4786eef931a54a.jpg,97,877,2013,"(157, 235, 687, 515)",5,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2013\75c67546a8f012.jpg,97,877,2013,"(105, 229, 804, 623)",4,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2013\76ca2f80e5be52.jpg,97,877,2013,"(310, 273, 590, 467)",4,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2013\906744bfb936e1.jpg,97,877,2013,"(201, 309, 732, 551)",3,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2013\92cc6f44da2a55.jpg,97,877,2013,"(150, 213, 780, 528)",4,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2013\96885b6981d41b.jpg,97,877,2013,"(270, 227, 522, 402)",4,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2013\9fe3a755040e65.jpg,97,877,2013,"(149, 286, 764, 611)",3,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2013\b0f467d02c6833.jpg,97,877,2013,"(188, 270, 638, 553)",5,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2013\b3e2cf7c58d017.jpg,97,877,2013,"(172, 210, 508, 434)",5,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2013\d7856df2af3db6.jpg,97,877,2013,"(212, 252, 620, 524)",5,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2013\e4673025f813dc.jpg,97,877,2013,"(124, 143, 776, 520)",5,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2013\f10358b35b5a95.jpg,97,877,2013,"(137, 173, 687, 447)",4,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2013\fd7a8c558f79e6.jpg,97,877,2013,"(179, 326, 695, 626)",3,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2013\ff83c813a5aa10.jpg,97,877,2013,"(108, 185, 720, 530)",4,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2014\05e5f9106b451a.jpg,97,877,2014,"(37, 108, 762, 493)",4,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2014\132351e13b1d54.jpg,97,877,2014,"(149, 92, 673, 519)",1,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2014\1841afd0bb9010.jpg,97,877,2014,"(147, 63, 655, 518)",2,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2014\1dcddde8464e8d.jpg,97,877,2014,"(119, 97, 792, 626)",2,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2014\1ef860a8047dfd.jpg,97,877,2014,"(97, 336, 773, 577)",3,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2014\202819822d826f.jpg,97,877,2014,"(22, 311, 600, 529)",4,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2014\257a626dd5e671.jpg,97,877,2014,"(155, 223, 744, 536)",4,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2014\2aaee1bb5ef7a1.jpg,97,877,2014,"(65, 106, 753, 504)",4,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2014\2d069edeb31711.jpg,97,877,2014,"(341, 281, 736, 479)",4,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2014\3d9ff6e836e7f6.jpg,97,877,2014,"(49, 160, 711, 498)",5,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2014\40a739781efd2f.jpg,97,877,2014,"(203, 236, 612, 464)",4,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2014\47415dc3afa473.jpg,97,877,2014,"(33, 71, 755, 447)",4,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2014\494e00c52af65c.jpg,97,877,2014,"(32, 264, 826, 561)",3,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2014\4c74ca65298b71.jpg,97,877,2014,"(89, 115, 829, 540)",4,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2014\51dbc1d243fde7.jpg,97,877,2014,"(29, 187, 868, 626)",4,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2014\598d43719e8e20.jpg,97,877,2014,"(85, 203, 815, 489)",3,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2014\5a892d1cb0c159.jpg,97,877,2014,"(114, 88, 818, 626)",1,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2014\6116f993288822.jpg,97,877,2014,"(205, 330, 748, 549)",5,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2014\6c901ff49b3da0.jpg,97,877,2014,"(4, 287, 900, 606)",3,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2014\715dcfc9dac8bd.jpg,97,877,2014,"(48, 180, 849, 601)",5,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2014\73084acaeba8a4.jpg,97,877,2014,"(22, 114, 784, 478)",5,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2014\75b5fc0d04145b.jpg,97,877,2014,"(125, 320, 800, 626)",5,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2014\77c12fdef0334e.jpg,97,877,2014,"(24, 270, 877, 626)",4,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2014\7918fd1eb373e7.jpg,97,877,2014,"(124, 117, 816, 487)",4,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2014\7c23b3af7b3e56.jpg,97,877,2014,"(75, 201, 829, 584)",5,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2014\7d96e1adc9dc82.jpg,97,877,2014,"(131, 230, 783, 581)",4,1,Nissan,Leaf,MPV
../../data/raw/compcars/image\97\877\2014\7e820a2ed61675.jpg,97,877,2014,"(47, 141, 860, 617)",4,1,Nissan,Leaf,MPV
